id,displayName,itemName,logoPath,status,type,link,orderNo,nfc,_category_slug,_category_name
,Roblox,roblox,https://hesab.az/static-content/logos/merchant_images/roblox.png,1,LARGE_MERCHANT,,2147483647,False,entertainment,Əyləncə
,Topaz Fan Club,topaz_new,https://hesab.az/static-content/logos/merchant_images/topazfanclub_new.png,1,LARGE_MERCHANT,,2147483647,False,entertainment,Əyləncə
,VALORANT,valorant,https://hesab.az/static-content/logos/merchant_images/valorant.png,1,LARGE_MERCHANT,,2147483647,False,entertainment,Əyləncə
,Zula,zula,https://hesab.az/static-content/logos/merchant_images/zula.png,1,LARGE_MERCHANT,,2147483647,False,entertainment,Əyləncə
,Caspos,caspos,https://hesab.az/static-content/logos/merchant_images/caspos2.png,1,LARGE_MERCHANT,,2147483647,False,other,Digər
,Gilavar Foto Klubu,gilavarfotoklubu,https://hesab.az/static-content/logos/merchant_images/gilavarfotoklub.png,1,LARGE_MERCHANT,,2147483647,False,other,Digər
,NBA Technologies İnternational,nba2,https://hesab.az/static-content/logos/merchant_images/nba.png,1,LARGE_MERCHANT,,2147483647,False,other,Digər
,OneClick,oneclick,https://hesab.az/static-content/logos/merchant_images/oneclick.png,1,LARGE_MERCHANT,,2147483647,False,other,Digər
30,Oriflame,oriflame,https://hesab.az/static-content/logos/merchant_images/oriflame.png,1,Subcategory,,2147483647,False,other,Digər
,Yupiter Electronics,yupiter_electronics,https://hesab.az/static-content/logos/merchant_images/yupiter.png,1,LARGE_MERCHANT,,2147483647,False,other,Digər
,Şəms Tərcümə,shemstercume,https://hesab.az/static-content/logos/merchant_images/shemstercume.png.png,1,LARGE_MERCHANT,,2147483647,False,other,Digər
